Frequency_Hz,SPL_dB
310.33817416961887,-0.4878225321427773
316.2277660168379,-0.5085560869241887
322.2291304238448,-0.529268470473975
328.3443886081103,-0.5499535181399064
334.575702043529,-0.5706053149318896
340.92527322440526,-0.5912182483943272
347.3953464439375,-0.6117870663038985
353.98820858747706,-0.6323069395455141
360.7061899408409,-0.6527735305425879
367.55166501396485,-0.6731830676425733
374.52705338018916,-0.6935324258851179
381.63482053146885,-0.7138192146082049
388.87747874981795,-0.7340418723774779
396.2575879952897,-0.754199769755557
401.78913778655584,-0.7690226148066126
405.3914567589062,-0.7785481155527236
409.0260730254294,-0.7880595602626402
412.6932761538231,-0.7975572473013722
416.3933583079606,-0.8070415454878835
420.12661427116757,-0.8165128975795802
423.8933414697071,-0.8259718238837117
427.69383999647533,-0.8354189259997532
431.52841263491024,-0.8448548906969505
435.39736488311354,-0.8542804939313411
439.30100497818995,-0.8636966050066863
443.23964392080416,-0.8731041908838885
447.21359549995793,-0.8825043206436034
451.2231763179898,-0.8918981701068907
455.26870581579806,-0.9012870266188998
459.3505062982911,-0.9106722940007312
463.4689029600648,-0.9200554976747656
467.62422391131054,-0.9294382899689149
471.8168002039559,-0.938822455605405
476.04696585803896,-0.9482099173798708
480.31505788831987,-0.9576027420367149
484.62141633113026,-0.9670031463468549
488.966384271464,-0.976413503394165
493.3503078703105,-0.9858363490771099
497.77353639223287,-0.9952743888322515
504.72219601351185,-1.0099692386390748
514.300804055225,-1.0299701547212818
524.0611947344789,-1.050049782314564
534.0068179186417,-1.0702025629381535
544.1411889465966,-1.0904228220947456
554.4678898712606,-1.1107047817327662
564.9905707256809,-1.1310425743812447
575.7129508131621,-1.1514302590947918
586.6388200218737,-1.1718618393557674
597.7720401644096,-1.1923312830909722
609.1165463427685,-1.2128325449710637
620.6763483392378,-1.2333595911724906
632.4555320336759,-1.2539064267940654
644.4582608476898,-1.2744671261334186
656.6887772162207,-1.2950358660425314
669.1514040870582,-1.315606962596379
681.8505464488106,-1.3361749113245422
694.7906928878751,-1.3567344312723966
707.9764171749542,-1.3772805131763761
721.4123798816819,-1.3978084720567885
735.1033300279298,-1.4183140045518374
749.0541067603783,-1.4387932513379877
763.2696410629378,-1.4592428650045777
777.754957499636,-1.4796600837748737
792.5151759905795,-1.5000428114914794
803.5782755731118,-1.5150498170233786
810.7829135178125,-1.5247017227918678
818.0521460508589,-1.5343454277326793
825.3865523076463,-1.543980973490879
832.7867166159214,-1.553608453594326
840.2532285423353,-1.5632280161882262
847.7866829394143,-1.5728398668714927
855.3876799929508,-1.5824442716381955
863.0568252698206,-1.5920415599275077
870.7947297662272,-1.6016321277856265
878.60200995638,-1.611216441143281
886.4792878416084,-1.6207950392125225
894.427190999916,-1.6303685380066293
902.4463526359797,-1.63993763398705
910.5374116315962,-1.6495031078414284
918.7010125965824,-1.6590658283969075
926.9378059201297,-1.6686267566729773
935.2484478226212,-1.6781869500783155
943.6336004079119,-1.6877475667561623
952.093931716078,-1.6973098700829334
960.6301157766399,-1.7068752333248896
969.2428326622606,-1.7164451444578481
977.9327685429281,-1.72602121115506
986.7006157406211,-1.735605165948517
995.5470727844659,-1.7451988715691291
1009.4443920270238,-1.760122782935154
1028.6016081104501,-1.7804079623958187
1048.122389468958,-1.8007410243306838
1068.0136358372833,-1.821116006957246
1088.2823778931934,-1.8415269228648738
1108.9357797425214,-1.8619677822334977
1129.981141451362,-1.8824326185820657
1151.4259016263245,-1.9029155172433454
1173.2776400437476,-1.9234106467750265
1195.5440803288195,-1.9439122935313617
1218.233092685537,-1.964414899634721
1241.3526966784757,-1.9849131046025728
1264.911064067352,-2.0054017909025426
1288.9165216953797,-2.025876133726447
1313.3775544324417,-2.04633165529358
1338.3028081741165,-2.0667642840141305
1363.7010928976215,-2.0871704188655285
1389.5813857757505,-2.107546999357799
1415.9528343499085,-2.1278915814887323
1442.824759763364,-2.1482024201159926
1470.2066600558599,-2.1684785582012034
1498.1082135207569,-2.1887199234107575
1526.5392821258758,-2.2089274325895794
1555.5099149992723,-2.229103104657633
1585.0303519811591,-2.249250182514479
1621.8242658600636,-2.2738103954715387
1666.3699179131725,-2.3027798170585463
1712.1390780605966,-2.3317412070562744
1759.165351648487,-2.360728498961728
1807.4832670404253,-2.3897851426594867
1857.1283009693643,-2.418965409728337
1908.136904585915,-2.4483358406543427
1960.5465302220841,-2.4779768478119637
2014.3956588900965,-2.5079841115545904
2069.7238285365297,-2.538429505534711
2126.571663072489,-2.5693173217232537
2184.9809022011145,-2.6006435536697667
2244.9944320643663,-2.6324036738317464
2306.65631673155,-2.6645926377611864
2370.011830552734,-2.697204892941267
2435.1074914007772,-2.7302343929502215
2501.991094826411,-2.7636746177038325
2570.7117491514405,-2.7975186006095316
2641.31991152581,-2.831758963554658
2713.867424975041,-2.8663879607496394
2788.4075564652403,-2.9013975325545576
2864.995036013581,-2.9367793705355614
2943.6860968730393,-2.972524995126951
3024.538516820858,-3.0086258474163574
3107.61166058103,-3.0450733967254706
3193.9723613385895,-3.0822888268659656
3283.7671466495303,-3.120275568430492
3376.0864069893214,-3.158599848423228
3471.001115011322,-3.1972542522240723
3568.5842386817635,-3.236232338972185
3668.910797375634,-3.2755289224870805
3772.057919549624,-3.315140390688736
3878.104902036485,-3.3550650677442047
3987.1332710063807,-3.395303623587837
4099.226844642089,-3.4358563692478223
4214.471797576252,-3.476707634141096
4332.956727140192,-3.5178349237270212
4454.7727214752485,-3.5592148247609794
4580.013429558978,-3.600823099214544
4708.775133200055,-3.6426347913122377
4841.156821057239,-3.684624357121309
4977.260264739276,-3.726765819494066
5117.190097044284,-3.7690329514555954
5261.053892398728,-3.8113994914514784
5408.96224955785,-3.853839394222849
5561.028876631127,-3.8963271214628086
5717.370678498115,-3.93883797683189
5878.107846681889,-3.9813484903743976
6043.363951749168,-4.023836857885709
6213.266038308159,-4.066283441337158
6386.926799244008,-4.1084278943021335
6564.395170105293,-4.150258021616773
6746.794711096777,-4.192008491126667
6934.262440655789,-4.2336748363060535
7126.939184440208,-4.275258143287149
7324.969681116609,-4.316766022358452
7528.502691087842,-4.358213695124175
7737.691108241817,-4.399625209187062
7952.692074805285,-4.441034793346614
8173.667099388971,-4.482481146888739
8400.782178312811,-4.523956477079512
8634.207920302239,-4.565428233843867
8874.119674649426,-4.60686347359098
9120.697662935518,-4.648229253953307
9374.127114413039,-4.689492922604089
9634.598405149995,-4.730622450693176
9902.307201040232,-4.771586815944303
10177.454604787616,-4.812356440960572
10460.247306974245,-4.852903692835848
10750.897741326282,-4.893203450772255
11049.624244294064,-4.933233749062665
11356.651219066407,-4.972976503517072
11672.20930414203,-5.01241833019852
11996.53554658513,-5.0515514661939935
12329.873580095085,-5.090374803084657
12618.05490033778,-5.1228660800629555
12857.520101380607,-5.14915221867853
13101.529868361957,-5.1753088404425265
13350.170447966024,-5.201345816014818
13603.529723664897,-5.227275788059632
13861.6972467815,-5.253114445445473
14124.764268142017,-5.278880818250327
14392.823770329049,-5.304597594977407
14665.97050054684,-5.330291463475984
14944.301004110239,-5.355993477156606
15227.913658569209,-5.381739448190743
15516.908708480942,-5.407570369491537
15811.388300841896,-5.433532867385788
16111.456521192242,-5.459679687007448
16417.219430405516,-5.486070212570552
16728.78510217645,-5.512771024814841
17046.263661220262,-5.539856498060972
17369.767322196873,-5.567409439464562
17699.41042937385,-5.595521773219927
18035.309497042046,-5.624295272635833
18377.58325069826,-5.653842343187415
18726.35266900947,-5.684286859841294
19081.741026573458,-5.715765062155494
19443.873937490913,-5.748426510872661
19812.879399764504,-5.782435109955203
